Base_ID,Latitude,Longitude,Sample_Type,Sum of Metals,Pd,Ag,Cd,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Os,Tl,Pb,Th,U,Na,Mg,Al,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Li,Rb,Sr,Y,Zr,Nb,Mo,has_ICPMS,has_XRF,has_ASD,has_FTIR,Data_Tier,SiO2_pct,Al2O3_pct,Fe2O3_pct,CaO_pct,MgO_pct,Na2O_pct,K2O_pct,TiO2_pct,P2O5_pct,MnO_pct,SO3_pct,Pb_xrf,Zn_xrf,Cu_xrf,Pb_exceed_RSL,As_exceed_RSL,Cd_exceed_RSL,Cr_exceed_RSL,Cu_exceed_RSL,Ni_exceed_RSL,Zn_exceed_RSL,Mn_exceed_RSL,N_exceedances,Ca_Mg_ratio,Fe_Al_ratio,Si_Al_ratio,Pb_Zn_ratio,Total_Toxics_ppm,Sum_REE_ppm,Metal_Load_Class
JPL58,34.175086,-118.159399,ASH,186966.02,0.760804377,0.185367413,0.356316713,5.682871966,41.65268327,0.019463086,2.061397015,1071.59295,37.44498668,67.43720327,7.558042491,28.10412808,5.345863883,1.145772545,5.220758901,0.643411396,3.534025677,0.671789384,1.985930834,0.260710683,1.67047122,0.247069786,0.435605099,0.8158907,0.76388665,2.35567335,0.398874105,208.5216243,7.964517862,1.384588948,17333.28652,11442.52621,47443.04616,22677.66196,36256.04426,5936.256045,84.4119013,50.60141022,1119.573114,41722.68033,13.13252892,24.55680375,58.65876291,572.2748228,97.27362524,3.879308117,6.026068218,16.91794167,107.5742422,438.3796974,23.13941354,16.9976199,13.41066117,1.483594281,TRUE,TRUE,TRUE,TRUE,1,34.291,10.765,10.562,23.982,4.303,0,10.389,2.567,0.892,0.593,1.053,0.0442,0,0.0326,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3.16853467722713,0.8794266563294668,3.1851198216607837,0.36437259096454006,290.06222320100005,152.25675585,Medium
JPL59,34.173628,-118.144892,ASH,173836.91,0.8951765,0.143568384,0.382530041,9.680845315,6.072518212,0.023175884,2.268769596,740.9462856,34.56058345,75.58303582,7.502564699,29.78613858,6.379044644,1.281781856,6.346019062,0.83140987,4.799394829,0.944410178,2.830585226,0.392141705,2.560188938,0.3762795,0.459575034,1.332557897,0.998567288,3.419951952,0.389259527,86.09509363,8.140258651,1.963886603,17514.9002,10894.41269,46305.98458,19633.16606,28615.71055,6350.445279,82.36591884,42.19149531,1193.398023,40996.15594,13.59700003,23.6009419,72.93310897,387.8093214,75.79137918,4.123649096,6.911511568,17.15707526,107.9346891,393.3799116,31.73155277,15.22975564,19.00365647,1.587839562,TRUE,TRUE,TRUE,TRUE,1,40.974,12.51,10.658,17.692,3.18,0,10.286,2.073,0.662,0.472,1.068,0.0486,0.142,0.0215,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2.6266407136959016,0.8853316785402067,3.275037966589401,0.22200310017329003,159.181572449,161.43916811100004,Medium
JPL61,34.16643,-118.135338,ASH,168883.26,0.795791203,0.14292582,0.390521484,6.819100863,3.676962473,0.029204171,2.464393123,671.1427651,45.59843471,87.54836178,9.466774171,35.61816427,6.905868758,1.23054064,6.776975238,0.815730475,4.534390582,0.8461055,2.599388797,0.348248807,2.668616741,0.314790175,0.389813705,1.147852871,1.092696528,3.281025558,0.435344704,78.68331885,8.958233278,2.1594971,15518.91324,11875.79549,46463.02427,19522.4486,21408.45493,5246.033371,85.2252278,45.93897711,954.9199678,45877.19109,15.00816704,27.80032571,51.86056835,215.4109965,72.33159543,4.680553986,7.959753113,18.77425903,111.7056749,312.3211428,29.38131125,11.99592816,17.86284561,1.344622696,TRUE,TRUE,FALSE,TRUE,2,42.517,13.326,13.315,13.626,3.378,0,9.716,1.889,0.578,0.472,0.781,0.0474,0.104,0.0209,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1.802696345295826,0.9873913896782297,3.1902903879342692,0.36526897354112775,160.77289626700002,193.14511956699997,Medium
JPL63,34.165413,-118.154636,ASH,175713.19,0.772532189,0.163090129,0.583690987,8.532188841,9.793991416,0.017167382,2.274678112,844.9356223,42.49785408,84.87553648,8.549356223,31.78540773,6.343347639,1.175965665,6.163090129,0.789699571,4.274678112,0.824034335,2.454935622,0.343347639,2.154506438,0.300429185,0.712446352,0.875536481,1.107296137,2.69527897,0.420600858,84.66094421,8.918454936,2.231759657,15661.80258,11880,45710.74678,21656.41202,35597.79399,4645.630901,71.82832618,47.28755365,1127.630901,36979.56223,12.74678112,24.39484979,56.9527897,332.6695279,79.94849785,3.587982833,5.931330472,18.36051502,105.9484979,468.9356223,27.29613734,22.03433476,12.4806867,1.982832618,TRUE,TRUE,TRUE,TRUE,1,36.752,11.024,11.713,20.182,4.139,0,11.314,1.781,0.903,0.636,1.06,0.0472,0.165,0.0294,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2.9964470533293723,0.8089905334294228,3.3335147392290256,0.25448886243222874,162.858369109,181.390557946,Medium
JPL68,34.19871117,-118.1630706,ASH,103462.8,0.25492862,0.237933379,0.662814412,4.384772264,7.036029912,0.050985724,0.849762067,519.8844324,19.57851801,46.77090415,4.435757988,16.21346023,2.872195785,0.560842964,2.447314752,0.288919103,1.393609789,0.25492862,0.747790619,0.084976207,0.543847723,0.067980965,0.339904827,0.288919103,0.781781101,1.359619307,0.237933379,77.39632903,1.563562203,1.461590755,8707.239973,3448.895309,7852.447315,20221.32903,32604.52073,3732.613868,62.61046907,29.6057104,736.4377974,23945.02039,11.98164514,22.70564242,74.18422842,778.6879674,36.777702240000004,2.141400408,6.067301156,8.531611149,47.04282801,393.660775,3.144119646,13.57919782,7.171991842,3.348062542,TRUE,TRUE,FALSE,TRUE,2,39.711,11.367,11.88,16.692,4.279,0,11.13,1.915,0.977,0.34,1.16,0.0405,0.222,0.0294,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,9.453610027334689,3.049370009129439,3.4932266009852215,0.09939312391752785,136.437797418,92.878993879,Medium
JPL73,34.188432,-118.130156,ASH,222957.56,0.693069307,0.396039604,0.95049505,13.7029703,16.61386139,0.01980198,1.465346535,3260.633663,20.57425743,56.99009901,5.148514851,20.35643564,4.554455446,1.326732673,4.693069307,0.653465347,3.762376238,0.752475248,2.217821782,0.316831683,1.96039604,0.277227723,1.089108911,0.534653465,1.287128713,3.96039604,0.277227723,804.4356436,11.84158416,2.95049505,14830.55446,13358.33663,40178.53465,17011.42574,75199.48515,16849.24752,81.66336634,138.019802,711.3267327,35466.31683,40.51485149,37.08910891,292.1386139,3684.653465,248.2574257,2.851485149,12.1980198,18.61386139,61.24752475,413.049505,21.84158416,41.86138614,11.00990099,2.891089109,TRUE,TRUE,TRUE,FALSE,2,29.789,8.528,7.847,30.51,2.884,0,5.254,7.279,0.556,0.29,4.856,0,1.244,0.163,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,5.629404438851572,0.8827180049305755,3.4926720600304844,0.21832051044167586,992.6930693600001,113.643564357,High
JPL76,34.191261,-118.145178,ASH,99710.62000000001,0.150470219,0.351097179,1.479623824,3.097178683,15.22257053,0.012539185,1.003134796,1232.037618,10.20689655,30.26959248,2.394984326,9.028213166,1.655172414,0.438871473,1.454545455,0.175548589,0.927899687,0.163009404,0.489028213,0.062695925,0.376175549,0.05015674,0.576802508,1.680250784,0.827586207,2.006269592,0.300940439,556.9404389,0.526645768,2.006269592,14451.05956,1088.727273,1911.824451,22959.66144,26764.18809,9502.144201,52.15047022,46.92163009,648.3761755,17649.22884,14.50783699,22.28213166,179.8369906,2042.532915,103.4357367,1.968652038,8.652037618,6.68338558,61.5799373,279.7617555,1.492163009,24.12539185,9.868338558,3.699059561,TRUE,TRUE,TRUE,TRUE,1,32.381,8.962,8.012,25.158,3.662,0,9.309,7.126,0.753,0.464,2.362,0.159,0.733,0.052,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,24.58298250696756,9.231610987691575,3.612741269664175,0.27267132986626563,636.275862092,55.448275863999996,Low
JPL77,34.189415,-118.146334,ASH,199048.66,0.584045584,0.512820513,0.954415954,19.08831909,19.7008547,0.185185185,1.581196581,1588.062678,47.43589744,56.06837607,6.111111111,23.09116809,4.017094017,1.025641026,4.031339031,0.541310541,2.806267806,0.584045584,1.680911681,0.242165242,1.495726496,0.213675214,0.712250712,0.698005698,1.41025641,4.287749288,0.313390313,557.4358974,5.270655271,1.538461538,14824.2735,10657.25071,40138.87464,21153.73219,64673.07692,12129.98575,59.27350427,84.75783476,753.1623932,28158.5755,40.71225071,225.3703704,239.7008547,2838.945869,129.5299145,2.877492877,10.48433048,17.63532764,75.05698006,423.974359,17.07977208,27.84900285,11.98005698,2.820512821,TRUE,TRUE,TRUE,TRUE,1,36.444,9.673,8.044,23.564,2.717,0,9.996,4.019,0.598,0.312,2.771,0.126,0.553,0.088,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,6.068457298359147,0.7015287561253671,3.7672110812487083,0.19635305735621358,879.002848994,141.78062678499998,Medium
JPL79,34.199635,-118.146431,ASH,145300.87,0.188679245,4.528301887,1.291727141,1.132075472,48.63570392,0.029027576,1.103047896,765.2685051,15.18142235,32.49637155,3.222060958,12.11901306,2.002902758,0.478955007,1.843251089,0.217706821,1.117561684,0.217706821,0.624092888,0.07256894,0.406386067,0.07256894,0.928882438,0.449927431,0.551523948,NA,0.246734398,448.1712627,1.291727141,1.320754717,14772.75762,3383.323657,5727.140784,20821.29173,54692.627,19221.87228,65.61683599,105.3265602,664.7750363,19965.44267,55.74746009,371.9738752,619.4775036,3076.632801,49.01306241,2.104499274,4.920174165,12.59796807,50.8563135,231.712627,3.802612482,43.51233672,10.07256894,3.062409289,TRUE,TRUE,TRUE,TRUE,1,31.906,8.594,7.093,28.194,2.679,0,7.059,8.038,0,0.262,3.248,0.274,0.917,0.062,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,16.165349927871258,3.486109375845688,3.7121582315299597,0.14566935543460863,931.683599406,67.343976772,Medium
JPL86,34.200775,-118.128921,ASH,185038.58,0.488958991,0.914826498,0.315457413,13.67507886,6.167192429,0.031545741,1.892744479,1875.362776,20.9148265,40.31545741,4.984227129,18.83280757,3.80126183,1.056782334,3.690851735,0.504731861,2.807570978,0.552050473,1.67192429,0.23659306,1.529968454,0.220820189,0.441640379,0.646687697,0.757097792,4.479495268,0.504731861,74.44794953,4.369085174,1.43533123,22361.49842,8852.129338,51838.45426,24121.70347,31047.41325,6876.735016,62.99684543,43.75394322,633.29653,35494.0694,17.12933754,66.67192429,85.11041009,796.6719243,160.6466877,3.154574132,5.362776025,20.12618297,116.4353312,300.126183,17.0977918,17.03470032,12.64984227,1.261829653,TRUE,TRUE,TRUE,TRUE,1,42.221,13.352,8.848,18.101,2.211,0,7.609,4.025,0.427,0.386,1.962,0.063,0.313,0.068,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3.5073380152030924,0.6847053837151706,3.161911181008013,0.09344857501642095,190.552050478,93.596214508,Medium
JPL89,34.127434,-118.19433,ASH,182601.94,0.668756531,0.12539185,0.386624869,5.036572623,5.862068966,0.020898642,2.1107628,887.23093,38.88192268,77.47126437,8.359456635,31.73458725,6.133751306,1.274817137,5.820271682,0.752351097,3.918495298,0.773249739,2.23615465,0.303030303,1.912225705,0.271682341,0.480668757,0.929989551,1.034482759,3.239289446,0.449320794,67.45036573,7.36677116,1.786833856,20007.72205,11089.65517,54159.74922,21554.73354,28558.26541,5791.870428,81.61964472,36.081504700000004,809.738767,38315.86207,12.23615465,21.28526646,41.23301985,300.4702194,84.93207941,3.761755486,5.768025078,18.56844305,103.9393939,385.4022989,23.22884013,13.94984326,16.13375131,1.71368861,TRUE,TRUE,TRUE,TRUE,1,41.82,13.091,11.636,15.194,3.667,0,9.668,2.16,0.646,0.414,1.072,0.0366,0,0.0225,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2.575216487527945,0.7074600956311428,3.1943171402383137,0.22448195159819026,130.971786837,169.67607106,Medium
JPL95,34.149446,-118.118895,ASH,176240.12,0.622876557,0.158550396,0.317100793,4.665911665,4.122310306,0.022650057,2.208380521,701.596829,29.70554926,60.02265006,6.534541336,25.80973952,5.062287656,1.14382786,4.722536806,0.566251416,2.978482446,0.566251416,1.619479049,0.215175538,1.370328426,0.20385051,0.532276331,0.475651189,0.792751982,3.544733862,0.328425821,58.93544734,5.152887882,1.415628539,13990.29445,13858.26727,46052.15176,18062.67271,33378.06342,4705.368063,96.96489241,40.55492639,986.6591166,43059.19592,18.08607022,35.7191393,97.50849377,214.7678369,66.10419026,3.295583239,5.175537939,21.4382786,85.51528879,492.8425821,17.04416761,16.26274066,8.278595696,2.4801812,TRUE,TRUE,TRUE,TRUE,1,41.13,12.406,14.184,14.741,3.455,0,9.692,1.786,0.755,0.508,0.812,0.0261,0.163,0.12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2.4085306165024902,0.9350094043247502,3.315064076730878,0.2744134027575022,140.702151762,133.00113249799998,Medium
XPAH17,34.17331,-118.041,ASH,74282.1,0.271217087,0.079104984,0.237314951,2.395750932,2.407051644,0.011300712,0.248615663,207.1872528,13.30093796,32.53474969,3.322409312,12.43078314,2.135834558,0.418126342,1.661204656,0.180811391,0.824951972,0.146909255,0.395524918,0.045202848,0.237314951,0.033902136,0.214713527,0.429427054,0.531133461,2.260142389,0.203412815,29.67566957,0.802350548,0.700644141,3731.065657,2541.733529,3291.377557,21625.92383,16133.89084,3617.595208,87.55791615,21.5730591,479.4553057,21496.70019,12.38558029,19.19990959,54.08520737,144.5700079,19.3920217,2.011526726,3.830941349,2.350548085,47.66640298,619.4033224,0.994462651,6.362300825,6.181489434,1.469092553,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,6.347590850232336,6.531214753247236,NA,0.2052670864031515,74.51689456000001,65.80404565799999,Low
XPAH29,34.18834,-118.11,ASH,98270.70999999999,0.265251989,0.106100796,0.297082228,5.708222812,3.618037135,0.021220159,1.814323607,365.2625995,15.19363395,23.73474801,3.883289125,13.88859416,2.875331565,0.50928382,2.514588859,0.339522546,1.877984085,0.371352785,1.092838196,0.148541114,0.933687003,0.137931034,0.413793103,0.99734748,1.294429708,3.851458886,0.413793103,53.75066313,3.023872679,1.74005305,4810.132626,6835.543767,15969.29443,16938.44032,10148.19098,4599.755968,74.0265252,45.33687003,636.5198939,37161.80371,12.68965517,26.4933687,43.35278515,169.061008,41.52785146,3.045092838,6.928381963,8.763925729,49.5066313,138.8647215,10.14323607,14.03713528,15.8938992,1.273209549,TRUE,TRUE,FALSE,TRUE,2,46.229,17.073,14.877,6.352,0,0,9.721,1.988,0.198,0.348,0.544,0.0183,0.058,0.0143,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1.4846206594962965,2.3270784783771767,2.707567061028464,0.3179346073424137,132.806366051,62.599469489,Low
XPAH20,34.191078,-118.154297,ASH,384030.99000000005,0.273809524,0.214285714,0.238095238,4.428571429,4.5,0.011904762,0.333333333,3504.654762,7.178571429,12.16666667,1.583333333,6.285714286,1.19047619,0.75,1.130952381,0.130952381,0.666666667,0.142857143,0.44047619,0.05952381,0.333333333,0.047619048,0.30952381,0.154761905,0.642857143,1.202380952,0.047619048,1933.059524,3.857142857,0.738095238,3800.964286,15540.45238,10639.69048,3101.488095,322440.9881,9832.845238,139.297619,331.5119048,316.8214286,8335.690476,6.94047619,136.4761905,14.21428571,3327.72619,291.1309524,1.226190476,11.6547619,5.380952381,9.892857143,228.7261905,7.595238095,16.69047619,4.047619048,2.761904762,TRUE,TRUE,FALSE,TRUE,2,10.881,0.705,1.722,73.993,2.704,0,0,4.869,0,0.101,2.723,0.723,0.916,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,20.74849299538261,0.7834522731856507,15.412181303116148,0.5808948311054308,2412.940476438,30.285714288999998,Extreme
XPAH26,34.19516,-118.154653,ASH,143119.41,0.134680135,0.286195286,1.228956229,103.6363636,34.24242424,1.835016835,0.420875421,482.962963,7.828282828,11.32996633,1.245791246,4.781144781,0.892255892,0.252525253,0.875420875,0.117845118,0.555555556,0.117845118,0.336700337,0.050505051,0.286195286,NA,0.707070707,0.185185185,0.824915825,2.087542088,0.084175084,82.02020202,1.245791246,0.471380471,5814.276094,13681.80135,18756.48148,6406.616162,58967.32323,3690.521886,20.45454545,42.32323232,414.3265993,9127.222222,215.6734007,31.48148148,253.2828283,23828.51852,25.72390572,0.875420875,3.804713805,153.0808081,15.47138047,147.6094276,3.569023569,29.29292929,4.057239057,744.5791246,TRUE,TRUE,FALSE,TRUE,2,42.258,2.737,3.392,15.616,4.454,14.791,2.104,1.088,0,0.092,3.717,0.0114,5.881,0.094,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,4.309909010635576,0.4866169459935966,15.433893352812273,0.003442102307327904,160.858585854,27.205387205000005,Medium
XPAH28,34.206473,-118.135615,ASH,259640.44,0.347031963,1.077625571,0.210045662,103.9543379,45.93607306,0.127853881,0.99543379,1694.219178,14.01826484,29.82648402,3.095890411,12.69406393,2.401826484,0.767123288,2.347031963,0.310502283,1.671232877,0.328767123,0.97716895,0.127853881,0.831050228,0.118721461,0.484018265,0.611872146,0.95890411,NA,0.191780822,18528.21005,3.96347032,3.461187215,9363.360731,117363.2785,34711.55251,10073.379,41183.74429,3402.018265,33.44292237,49.73515982,548.7579909,16372.78539,11.56164384,17.30593607,3650.045662,1993.242009,128.4200913,1.926940639,3.01369863,12.3196347,39.12328767,188.1278539,9.415525114,19.10502283,7.059360731,3.452054795,TRUE,TRUE,FALSE,TRUE,2,43.349,5.563,4.045,13.453,24.026,0,2.826,1.093,0,0.171,0.776,3.17,0.603,0.528,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4,0.3509082607903778,0.47168114746818196,7.790977713874909,9.295509863243174,18598.474890182,65.15068493599999,High
XPAH55,34.19345,-118.10439,ASH,187339.17,0.612366231,0.053507729,0.112960761,3.038049941,2.306777646,0.01783591,1.44470868,792.6218787,93.1391201,166.5755054,16.88466112,50.95124851,7.615933413,1.533888228,7.205707491,0.766944114,3.816884661,0.689655172,2.128418549,0.273483948,1.747919144,0.249702735,0.523186683,0.820451843,0.636147444,2.063020214,0.356718193,27.02140309,20.51724138,2.764565993,19784.02497,11065.02378,46318.62663,17350.12485,20556.34364,5291.426873,142.7348395,63.97740785,746.4863258,64080.83234,12.960761,19.86325803,23.60285375,100.3745541,75.08323424,5.225921522,6.183115339,11.96789536,85.20808561,344.411415,21.58145065,10.16052319,13.57312723,0.879904875,TRUE,TRUE,FALSE,TRUE,2,51.426,12.197,13.57,8.439,2.348,0,8.642,2.131,0.351,0.251,0.26,0.0187,0.028,0.007,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1.857776557098682,1.3834786481993187,4.21593703885883,0.2692030278914296,117.15814506999999,343.906064262,Medium
XPAH58,34.177179,-118.097225,ASH,304397.33999999997,0.410519564,0.147530468,0.699166132,2.174470815,4.618345093,0.012828736,0.506735087,1292.386145,7.062219371,11.07761386,1.545862733,6.067992303,1.257216164,0.461834509,1.340602951,0.179602309,1.032713278,0.237331623,0.737652341,0.115458627,0.763309814,0.128287364,0.525978191,0.134701732,0.660679923,1.161000641,0.083386786,13.79730597,1.500962155,3.39320077,5026.209108,4488.005131,12385.34958,4504.310455,262414.9198,3588.903143,81.8345093,56.22193714,273.4445157,9175.182809,5.484284798,38.42847979,115.3559974,513.6561899,102.1616421,0.833867864,4.0410519559999996,6.18345093,15.83066068,202.3091725,13.50224503,24.81719051,2.815907633,3.316228352,TRUE,TRUE,FALSE,TRUE,2,11.85,1.505,3.236,74.469,0,0,1.329,1.395,3.407,0.137,2.027,0.0113,0.214,0.053,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,58.470267673526934,0.7408092931835281,7.868525896414344,0.026860922501028544,113.187940988,28.813341891,Extreme
1637,34.19102,-118.154,SOIL,93389.47,0.173541583,0.120144173,0.440528634,3.150447203,1.77546389,0.026698705,1.321585903,946.0953144,18.34201041,27.96689361,3.951408357,14.3772527,2.656521159,0.614070218,2.189293819,0.280336404,1.508476839,0.293685756,0.814310506,0.10679482,0.667467628,0.093445468,0.347083166,0.57402216,0.507275397,3.537578427,0.400480577,113.0156187,2.749966627,1.8288613,20190.04138,2696.182085,7131.250834,25294.62021,8818.301962,2955.760246,50.51395007,22.82739287,406.4076892,24048.09772,7.609130957,12.62848752,26.04458684,154.8257909,87.731945,2.509678281,4.552129222,12.74863169,81.68468829,211.2935523,3.644373248,9.317848084,10.17220665,0.774262448,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3.270661406882908,3.3722126605240286,NA,0.7299487255600026,153.464156946,70.09745027299999,Low
1643,34.20643,-118.136,SOIL,60120.51,0.128205128,0.073260073,0.10989011,1.593406593,1.245421245,0.018315018,2.06959707,670.1282051,15.256410259999999,37.16117216,4.853479853,16.72161172,2.289377289,0.457875458,1.703296703,0.21978022,1.135531136,0.21978022,0.586080586,0.054945055,0.366300366,0.036630037,0.238095238,0.457875458,0.256410256,1.465201465,0.384615385,25.42124542,0.256410256,0.934065934,6381.263736,249.8351648,1894.908425,22966.04396,7817.417582,2114.6337,35.16483516,12.41758242,288.0586081,17061.684980000002,5.311355311,6.886446886,14.70695971,54.3040293,49.43223443,2.399267399,4.010989011,4.945054945,64.23076923,290.1282051,0.842490842,7.362637363,8.36996337,0.311355311,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,31.29017605700934,9.003958054617836,NA,0.46811954155413743,48.846153847000004,78.44322344300001,Low
1648,34.1361087,-118.1256508,SOIL,56158.01,0.054088164,0.34255837,0.027044082,0.829351844,0.576940413,0.009014694,0.522852249,79.2842333,1.081763274,3.064995943,0.351573064,1.253042459,0.171279185,0.04507347,0.126205715,0.018029388,0.072117552,0.009014694,0.04507347,0.009014694,0.027044082,NA,0.207337961,0.315514288,0.423690616,NA,0.288470206,10.91679437,0.04507347,0.43270531,2912.043631,143.2164428,615.9379789,23190.57063,2680.816731,2932.470928,59.18146579,16.28955197,346.7952763,22887.35238,5.895609844,7.076534752,11.16920581,32.75038312,16.46083115,1.361218787,1.929144506,1.054719192,51.37474083,130.7491211,0.09014694,5.715315965,6.860182097,0.2974849,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,18.71850717753494,37.158473751530266,NA,0.33332315554433906,36.23906968,6.09393311,Low
